dataset_name,method,family,modality_combo,latent,modality,attention_mean,attention_std,note
ECG5000,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z3,stats,0.4986172020435333,0.4988056719303131,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z3,stft,0.4310016930103302,0.477580726146698,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z4,raw,0.07334541529417038,0.22034955024719238,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z4,stats,0.49678218364715576,0.49689602851867676,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z4,stft,0.42987242341041565,0.4749898612499237,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z1,raw,0.07916127890348434,0.19346828758716583,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z1,stats,0.5259279608726501,0.48571905493736267,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z1,gaf,0.3086477816104889,0.42555418610572815,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z1,stft,0.08626303821802139,0.2690691649913788,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z2,raw,0.12151772528886795,0.2577700614929199,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z2,stats,0.39983317255973816,0.45684489607810974,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z2,gaf,0.004031204618513584,0.02913896180689335,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z2,stft,0.4746178984642029,0.43479835987091064,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z3,raw,0.021121535450220108,0.0840478464961052,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z3,stats,0.3100486695766449,0.44401800632476807,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z3,gaf,7.897133036749437e-05,0.0003511569811962545,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z3,stft,0.6687508821487427,0.45919692516326904,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z4,raw,0.0767274722456932,0.2485572099685669,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z4,stats,0.3190511167049408,0.423397421836853,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z4,gaf,0.15095174312591553,0.3457215130329132,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z4,stft,0.4532696306705475,0.46777573227882385,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_STFT,context_only_residual_bottleneck,raw_STFT,Z1,stft,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_STFT,context_only_residual_bottleneck,raw_STFT,Z2,stft,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_STFT,context_only_residual_bottleneck,raw_STFT,Z3,stft,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_STFT,context_only_residual_bottleneck,raw_STFT,Z4,stft,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_GAF,context_only_residual_bottleneck,raw_GAF,Z1,gaf,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_GAF,context_only_residual_bottleneck,raw_GAF,Z2,gaf,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_GAF,context_only_residual_bottleneck,raw_GAF,Z3,gaf,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_GAF,context_only_residual_bottleneck,raw_GAF,Z4,gaf,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_STFT,context_only_residual_bottleneck,raw_stats_STFT,Z1,stats,0.5114673972129822,0.4612048268318176,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_STFT,context_only_residual_bottleneck,raw_stats_STFT,Z1,stft,0.4885326027870178,0.4612048268318176,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_STFT,context_only_residual_bottleneck,raw_stats_STFT,Z2,stats,0.2938407063484192,0.3900083601474762,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_STFT,context_only_residual_bottleneck,raw_stats_STFT,Z2,stft,0.706159234046936,0.3900083601474762,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_STFT,context_only_residual_bottleneck,raw_stats_STFT,Z3,stats,0.3404497504234314,0.4617149233818054,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_STFT,context_only_residual_bottleneck,raw_stats_STFT,Z3,stft,0.6595502495765686,0.4617149233818054,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_STFT,context_only_residual_bottleneck,raw_stats_STFT,Z4,stats,0.5959816575050354,0.4320252239704132,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_STFT,context_only_residual_bottleneck,raw_stats_STFT,Z4,stft,0.404018372297287,0.4320252239704132,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z1,stats,0.46255502104759216,0.4931550920009613,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z1,gaf,0.28174564242362976,0.44353586435317993,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z1,stft,0.2556994557380676,0.4337666630744934,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z2,stats,0.24992528557777405,0.4304252564907074,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z2,gaf,0.21435381472110748,0.4044969379901886,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z2,stft,0.535720944404602,0.49203309416770935,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z3,stats,0.46028581261634827,0.49015378952026367,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z3,gaf,0.19140182435512543,0.3789447247982025,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z3,stft,0.3483123779296875,0.46102046966552734,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z4,stats,0.4740990698337555,0.4933028221130371,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z4,gaf,0.18038445711135864,0.3804824650287628,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z4,stft,0.3455164432525635,0.47128552198410034,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_STFT,raw_conditioned_context_bottleneck,raw_STFT,Z1,stft,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_STFT,raw_conditioned_context_bottleneck,raw_STFT,Z2,stft,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_STFT,raw_conditioned_context_bottleneck,raw_STFT,Z3,stft,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_STFT,raw_conditioned_context_bottleneck,raw_STFT,Z4,stft,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_GAF,raw_conditioned_context_bottleneck,raw_GAF,Z1,gaf,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_GAF,raw_conditioned_context_bottleneck,raw_GAF,Z2,gaf,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_GAF,raw_conditioned_context_bottleneck,raw_GAF,Z3,gaf,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_GAF,raw_conditioned_context_bottleneck,raw_GAF,Z4,gaf,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_STFT,raw_conditioned_context_bottleneck,raw_stats_STFT,Z1,stats,0.9979692697525024,0.021419836208224297,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_STFT,raw_conditioned_context_bottleneck,raw_stats_STFT,Z1,stft,0.002030694857239723,0.021419836208224297,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_STFT,raw_conditioned_context_bottleneck,raw_stats_STFT,Z2,stats,0.9922953844070435,0.03615759313106537,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_STFT,raw_conditioned_context_bottleneck,raw_stats_STFT,Z2,stft,0.007704701740294695,0.03615759313106537,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_STFT,raw_conditioned_context_bottleneck,raw_stats_STFT,Z3,stats,0.948699951171875,0.19398324191570282,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_STFT,raw_conditioned_context_bottleneck,raw_stats_STFT,Z3,stft,0.0513000525534153,0.19398324191570282,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_STFT,raw_conditioned_context_bottleneck,raw_stats_STFT,Z4,stats,0.4322299659252167,0.47339287400245667,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_STFT,raw_conditioned_context_bottleneck,raw_stats_STFT,Z4,stft,0.5677700042724609,0.47339287400245667,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z1,stats,0.3587688207626343,0.4461851716041565,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z1,gaf,0.10685588419437408,0.29746657609939575,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z1,stft,0.5343752503395081,0.46775245666503906,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z2,stats,0.39887896180152893,0.4381747543811798,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z2,gaf,0.15639911592006683,0.3387424945831299,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z2,stft,0.44472193717956543,0.4571034610271454,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z3,stats,0.18286895751953125,0.3621068000793457,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z3,gaf,0.27805429697036743,0.43622416257858276,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z3,stft,0.5390768051147461,0.4893396198749542,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z4,stats,0.26161620020866394,0.4067593216896057,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z4,gaf,0.5319542288780212,0.4831300973892212,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
ECG5000,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z4,stft,0.2064296007156372,0.3720054030418396,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_STFT,raw_residual_bottleneck,raw_STFT,Z1,raw,0.357207715511322,0.45504239201545715,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_STFT,raw_residual_bottleneck,raw_STFT,Z1,stft,0.6427922248840332,0.45504239201545715,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_STFT,raw_residual_bottleneck,raw_STFT,Z2,raw,0.23671507835388184,0.4167777895927429,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_STFT,raw_residual_bottleneck,raw_STFT,Z2,stft,0.7632849216461182,0.4167777895927429,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_STFT,raw_residual_bottleneck,raw_STFT,Z3,raw,0.25270572304725647,0.4240347743034363,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_STFT,raw_residual_bottleneck,raw_STFT,Z3,stft,0.7472941875457764,0.4240347743034363,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_STFT,raw_residual_bottleneck,raw_STFT,Z4,raw,0.23686188459396362,0.41833245754241943,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_STFT,raw_residual_bottleneck,raw_STFT,Z4,stft,0.7631381154060364,0.41833245754241943,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_GAF,raw_residual_bottleneck,raw_GAF,Z1,raw,0.15925422310829163,0.3550163805484772,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_GAF,raw_residual_bottleneck,raw_GAF,Z1,gaf,0.8407458066940308,0.3550163805484772,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_GAF,raw_residual_bottleneck,raw_GAF,Z2,raw,0.15389728546142578,0.35116592049598694,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_GAF,raw_residual_bottleneck,raw_GAF,Z2,gaf,0.846102774143219,0.35116592049598694,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_GAF,raw_residual_bottleneck,raw_GAF,Z3,raw,0.14874377846717834,0.3449570834636688,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_GAF,raw_residual_bottleneck,raw_GAF,Z3,gaf,0.8512561917304993,0.3449570834636688,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_GAF,raw_residual_bottleneck,raw_GAF,Z4,raw,0.13667415082454681,0.3332858681678772,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_GAF,raw_residual_bottleneck,raw_GAF,Z4,gaf,0.863325834274292,0.3332858681678772,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z1,raw,0.07904662936925888,0.2436036914587021,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z1,stats,0.5611938834190369,0.4774266481399536,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z1,stft,0.35975947976112366,0.4587665796279907,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z2,raw,0.12190254777669907,0.31308481097221375,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z2,stats,0.6923812627792358,0.44932466745376587,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
